//-----------------------------------------------------
//此文件由MuEdit工具生成 (版权所有：飞拓联创)
//生成时间：2021年5月30日23时20分16秒
//官方网站：http://www.e89e.com
//在线服务：[QQ]4291818
//ItemSetoption.txt
//-----------------------------------------------------

//link Index name (KOR) option 2-1 Value option 2-2 Value option 3-1 Value option 3-2 Value option 4-1 Value option 4-2 Value option 5-1 Value option 5-2 Value option 6-1 Value option 6-2 Value option 7-1 Value option 7-2 Value option 8 Value option 9 Value Full 1 Value Full 2 Value Full 3 Value Full 4 Value Full 5 Value

1	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
2	"白银的"	0	100	-1	-1	3	100	3	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
3	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
4	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
5	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
6	"白银的"	0	100	-1	-1	3	100	2	100	19	100	7	10	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
7	"白银的"	0	100	-1	-1	3	100	2	100	19	100	7	10	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
8	"白银的"	0	100	-1	-1	3	100	2	100	19	100	7	10	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
9	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
10	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
11	"白银的"	0	100	-1	-1	3	100	2	100	19	100	7	10	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
12	"白银的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	10	15	10	17	10	8	100	-1	-1	0	0	0	0	0	0
13	"白银的"	0	100	-1	-1	3	100	2	100	19	100	7	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	10	21	10	15	10	17	10	8	100	0	0	0	0	0	0
14	"黄金的"	0	100	-1	-1	3	100	3	100	5	100	6	100	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	20	15	20	17	20	8	100	-1	-1	0	0	0	0	0	0
15	"黄金的"	0	100	-1	-1	3	100	2	100	19	100	7	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	20	15	20	17	20	8	100	-1	-1	0	0	0	0	0	0
16	"黄金的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	20	15	20	17	20	8	100	-1	-1	0	0	0	0	0	0
17	"黄金的"	0	100	-1	-1	3	100	2	100	19	100	7	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	20	15	20	17	20	8	100	-1	-1	0	0	0	0	0	0
18	"黄金的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	20	15	20	17	20	8	100	-1	-1	0	0	0	0	0	0
19	"黄金的"	0	100	-1	-1	3	100	2	100	19	100	7	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	20	21	20	15	20	17	20	8	100	0	0	0	0	0	0
20	"钻石的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	25	15	25	17	25	8	100	-1	-1	0	0	0	0	0	0
21	"钻石的"	0	100	-1	-1	3	100	2	100	19	100	7	30	20	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	25	15	25	17	25	8	100	-1	-1	0	0	0	0	0	0
22	"钻石的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	25	15	25	17	25	8	100	-1	-1	0	0	0	0	0	0
23	"钻石的"	0	100	-1	-1	3	100	2	100	19	100	7	25	20	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	25	15	25	17	25	8	100	-1	-1	0	0	0	0	0	0
24	"钻石的"	0	100	-1	-1	3	100	2	100	5	100	6	100	20	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	25	15	25	17	25	8	100	-1	-1	0	0	0	0	0	0
25	"钻石的"	0	100	-1	-1	3	100	2	100	19	100	7	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	25	21	25	15	25	17	20	8	100	0	0	0	0	0	0
//史诗↓
26	"史诗的"	0	100	-1	-1	3	2700	2	100	5	100	6	100	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	30	15	30	17	30	8	200	-1	-1	0	0	0	0	0	0
